pod_id,tName,p0_pod_pls,p1_pod_pls,p2_pod_pls
2018_10_4_v0_d1_grp6_PGA,Safeway Open (USA) - Play Offs,phil mickelson,brendan steele,sangmoon bae
2018_10_4_v0_d1_grp5_PGA,Safeway Open (USA) - Play Offs,adam hadwin,russell knox,ted potter jr
2018_10_4_v0_d1_grp2_PGA,Safeway Open (USA) - Play Offs,joaquin niemann,beau hossler,patrick rodgers
2018_10_4_v0_d1_grp4_PGA,Safeway Open (USA) - Play Offs,ryan moore,bronson burgoon,andres gonzales
2018_10_4_v0_d1_grp7_PGA,Safeway Open (USA) - Play Offs,emiliano grillo,bill haas,robert streb
2018_10_4_v0_d1_grp3_PGA,Safeway Open (USA) - Play Offs,chez reavie,danny willett,cody gribble
2018_10_4_v0_d1_grp1_PGA,Safeway Open (USA) - Play Offs,patrick cantlay,brandt snedeker,fred couples
2018_10_4_v0_d1_grp8_PGA,Safeway Open (USA) - Play Offs,luke list,johnson wagner,trey mullinax
2018_10_4_v0_d1_grp9_PGA,Safeway Open (USA) - Play Offs,denny mccarthy,kevin tway,bud cauley
2018_10_4_v0_d2_grp0_PGA,Safeway Open (USA) - Play Offs,ryan moore,bronson burgoon,andres gonzales
2018_10_4_v0_d2_grp2_PGA,Safeway Open (USA) - Play Offs,phil mickelson,brendan steele,sangmoon bae
2018_10_4_v0_d2_grp4_PGA,Safeway Open (USA) - Play Offs,luke list,trey mullinax,johnson wagner
2018_10_4_v0_d2_grp5_PGA,Safeway Open (USA) - Play Offs,kevin tway,denny mccarthy,bud cauley
2018_10_4_v0_d2_grp6_PGA,Safeway Open (USA) - Play Offs,kevin streelman,richy werenski,robert garrigus
2018_10_4_v0_d2_grp8_PGA,Safeway Open (USA) - Play Offs,joaquin niemann,beau hossler,patrick rodgers
2018_10_4_v0_d2_grp3_PGA,Safeway Open (USA) - Play Offs,emiliano grillo,bill haas,robert streb
2018_10_4_v0_d2_grp7_PGA,Safeway Open (USA) - Play Offs,patrick cantlay,brandt snedeker,fred couples
2018_10_4_v0_d2_grp9_PGA,Safeway Open (USA) - Play Offs,chez reavie,danny willett,cody gribble
2018_10_4_v0_d2_grp1_PGA,Safeway Open (USA) - Play Offs,adam hadwin,russell knox,ted potter jr
2018_10_17_v0_d1_grp4_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),cameron smith,kevin chappell,patton kizzire
2018_10_17_v0_d1_grp2_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),justin thomas,brooks koepka,sungjae im
2018_10_17_v0_d1_grp3_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),alex noren,kyle stanley,rod pampling
2018_10_17_v0_d1_grp8_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),paul casey,jimmy walker,andrew putnam
2018_10_17_v0_d1_grp7_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),jason day,hideki matsuyama,adam scott
2018_10_17_v0_d1_grp9_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),xander schauffele,kevin tway,austin cook
2018_10_17_v0_d1_grp6_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),marc leishman,si woo kim,ernie els
2018_10_17_v0_d1_grp0_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),louis oosthuizen,ryan palmer,doyeob mun
2018_10_17_v0_d1_grp5_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),billy horschel,brian harman,scott piercy
2018_10_17_v0_d2_grp7_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),alex noren,kyle stanley,rod pampling
2018_10_17_v0_d2_grp6_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),sungjae im,justin thomas,brooks koepka
2018_10_17_v0_d2_grp3_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),xander schauffele,austin cook,kevin tway
2018_10_17_v0_d2_grp1_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),hideki matsuyama,jason day,adam scott
2018_10_17_v0_d2_grp2_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),paul casey,jimmy walker,andrew putnam
2018_10_17_v0_d2_grp0_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),marc leishman,si woo kim,ernie els
2018_10_25_v1_d1_grp7_PGA,WGC-HSBC Champions (China) - Play Offs,paul casey,tyrrell hatton,xander schauffele
2018_10_25_v2_d1_grp4_PGA,Sanderson Farms Championship (USA),lucas glover,bill haas,hunter mahan
2018_10_25_v2_d1_grp9_PGA,Sanderson Farms Championship (USA),cameron davis,carlos ortiz,nicholas lindheim
2018_10_25_v2_d1_grp3_PGA,Sanderson Farms Championship (USA),dylan frittelli,chase wright,martin trainer
2018_10_25_v1_d1_grp5_PGA,WGC-HSBC Champions (China) - Play Offs,thorbjorn olesen,kyle stanley,kiradech aphibarnrat
2018_10_25_v2_d1_grp6_PGA,Sanderson Farms Championship (USA),chris kirk,hudson swafford,chris stroud
2018_10_25_v1_d1_grp0_PGA,WGC-HSBC Champions (China) - Play Offs,cameron smith,billy horschel,lucas bjerregaard
2018_10_25_v1_d1_grp3_PGA,WGC-HSBC Champions (China) - Play Offs,brooks koepka,justin rose,tommy fleetwood
2018_10_25_v1_d1_grp1_PGA,WGC-HSBC Champions (China) - Play Offs,hideki matsuyama,adam scott,ian poulter
2018_10_25_v2_d1_grp5_PGA,Sanderson Farms Championship (USA),ryan armour,wesley bryan,cody gribble
2018_10_25_v1_d1_grp8_PGA,WGC-HSBC Champions (China) - Play Offs,jason day,tony finau,haotong li
2018_10_25_v1_d1_grp6_PGA,WGC-HSBC Champions (China) - Play Offs,matthew fitzpatrick,keegan bradley,ashun wu
2018_10_25_v2_d1_grp0_PGA,Sanderson Farms Championship (USA),aaron baddeley,ryan blaum,eric axley
2018_10_25_v2_d1_grp1_PGA,Sanderson Farms Championship (USA),patrick rodgers,matt jones,sam saunders
2018_10_25_v2_d1_grp8_PGA,Sanderson Farms Championship (USA),sungjae im,kramer hickok,norman xiong
2018_10_25_v2_d1_grp7_PGA,Sanderson Farms Championship (USA),harold varner iii,david lingmerth,jason bohn
2018_10_25_v1_d1_grp2_PGA,WGC-HSBC Champions (China) - Play Offs,jon rahm,alex noren,patrick reed
2018_10_25_v2_d1_grp2_PGA,Sanderson Farms Championship (USA),kevin streelman,denny mccarthy,andres romero
2018_10_25_v1_d1_grp9_PGA,WGC-HSBC Champions (China) - Play Offs,dustin johnson,rory mcilroy,francesco molinari
2018_10_25_v1_d2_grp5_PGA,WGC-HSBC Champions (China) - Play Offs,dustin johnson,rory mcilroy,francesco molinari
2018_10_25_v2_d2_grp2_PGA,Sanderson Farms Championship (USA),chris kirk,hudson swafford,chris stroud
2018_10_25_v1_d2_grp8_PGA,WGC-HSBC Champions (China) - Play Offs,jon rahm,patrick reed,alex noren
2018_10_25_v1_d2_grp1_PGA,WGC-HSBC Champions (China) - Play Offs,kyle stanley,thorbjorn olesen,kiradech aphibarnrat
2018_10_25_v2_d2_grp8_PGA,Sanderson Farms Championship (USA),kevin streelman,denny mccarthy,andres romero
2018_10_25_v1_d2_grp7_PGA,WGC-HSBC Champions (China) - Play Offs,hideki matsuyama,adam scott,ian poulter
2018_10_25_v1_d2_grp6_PGA,WGC-HSBC Champions (China) - Play Offs,billy horschel,cameron smith,lucas bjerregaard
2018_10_25_v1_d2_grp0_PGA,WGC-HSBC Champions (China) - Play Offs,rafa cabrera bello,patrick cantlay,jason scrivener
2018_10_25_v2_d2_grp4_PGA,Sanderson Farms Championship (USA),sungjae im,kramer hickok,norman xiong
2018_10_25_v2_d2_grp1_PGA,Sanderson Farms Championship (USA),ryan armour,cody gribble,wesley bryan
2018_10_25_v2_d2_grp7_PGA,Sanderson Farms Championship (USA),patrick rodgers,matt jones,sam saunders
2018_10_25_v2_d2_grp0_PGA,Sanderson Farms Championship (USA),lucas glover,bill haas,hunter mahan
2018_10_25_v2_d2_grp9_PGA,Sanderson Farms Championship (USA),dylan frittelli,chase wright,martin trainer
2018_10_25_v1_d2_grp3_PGA,WGC-HSBC Champions (China) - Play Offs,tyrrell hatton,paul casey,xander schauffele
2018_10_25_v2_d2_grp3_PGA,Sanderson Farms Championship (USA),harold varner iii,david lingmerth,jason bohn
2018_10_25_v1_d2_grp2_PGA,WGC-HSBC Champions (China) - Play Offs,matthew fitzpatrick,keegan bradley,ashun wu
2018_10_25_v1_d2_grp9_PGA,WGC-HSBC Champions (China) - Play Offs,justin rose,brooks koepka,tommy fleetwood
2018_10_25_v1_d2_grp4_PGA,WGC-HSBC Champions (China) - Play Offs,jason day,tony finau,haotong li
2018_10_25_v2_d2_grp6_PGA,Sanderson Farms Championship (USA),aaron baddeley,ryan blaum,eric axley
2018_10_25_v2_d2_grp5_PGA,Sanderson Farms Championship (USA),cameron davis,carlos ortiz,nicholas lindheim
2018_11_1_v0_d1_grp8_PGA,Shriners Hospitals for Children Open (USA),tony finau,kevin na,ryan moore
2018_11_1_v0_d1_grp2_PGA,Shriners Hospitals for Children Open (USA),curtis luck,satoshi kodaira,rod pampling
2018_11_1_v0_d1_grp3_PGA,Shriners Hospitals for Children Open (USA),chesson hadley,austin cook,chris stroud
2018_11_1_v0_d1_grp9_PGA,Shriners Hospitals for Children Open (USA),sam burns,chase wright,kristoffer ventura
2018_11_1_v0_d1_grp7_PGA,Shriners Hospitals for Children Open (USA),rickie fowler,webb simpson,matt kuchar
2018_11_1_v0_d1_grp1_PGA,Shriners Hospitals for Children Open (USA),patrick cantlay,bryson dechambeau,kevin tway
2018_11_1_v0_d1_grp6_PGA,Shriners Hospitals for Children Open (USA),joaquin niemann,peter malnati,tyler duncan
2018_11_1_v0_d1_grp5_PGA,Shriners Hospitals for Children Open (USA),beau hossler,j.j. spaun,kenny perry
2018_11_1_v0_d1_grp4_PGA,Shriners Hospitals for Children Open (USA),scott piercy,jim furyk,sangmoon bae
2018_11_1_v0_d1_grp0_PGA,Shriners Hospitals for Children Open (USA),jordan spieth,aaron wise,cameron champ
2018_11_1_v0_d2_grp2_PGA,Shriners Hospitals for Children Open (USA),tony finau,kevin na,ryan moore
2018_11_1_v0_d2_grp7_PGA,Shriners Hospitals for Children Open (USA),chesson hadley,austin cook,chris stroud
2018_11_1_v0_d2_grp4_PGA,Shriners Hospitals for Children Open (USA),sam burns,chase wright,kristoffer ventura
2018_11_1_v0_d2_grp6_PGA,Shriners Hospitals for Children Open (USA),bryson dechambeau,patrick cantlay,kevin tway
2018_11_1_v0_d2_grp8_PGA,Shriners Hospitals for Children Open (USA),scott piercy,jim furyk,sangmoon bae
2018_11_1_v0_d2_grp0_PGA,Shriners Hospitals for Children Open (USA),joaquin niemann,peter malnati,tyler duncan
2018_11_1_v0_d2_grp1_PGA,Shriners Hospitals for Children Open (USA),rickie fowler,webb simpson,matt kuchar
2018_11_1_v0_d2_grp9_PGA,Shriners Hospitals for Children Open (USA),beau hossler,j.j. spaun,kenny perry
2018_11_1_v0_d2_grp3_PGA,Shriners Hospitals for Children Open (USA),gary woodland,jason dufner,jhonattan vegas
2018_11_8_v0_d1_grp8_PGA,Mayakoba Golf Classic (Mexico),tony finau,cameron champ,jhonattan vegas
2018_11_8_v0_d1_grp2_PGA,Mayakoba Golf Classic (Mexico),rickie fowler,emiliano grillo,aaron wise
2018_11_8_v0_d1_grp0_PGA,Mayakoba Golf Classic (Mexico),luke list,james hahn,kelly kraft
2018_11_8_v0_d1_grp4_PGA,Mayakoba Golf Classic (Mexico),gary woodland,kevin chappell,brian harman
2018_11_8_v0_d1_grp9_PGA,Mayakoba Golf Classic (Mexico),si woo kim,ryan armour,ernie els
2018_11_8_v0_d1_grp5_PGA,Mayakoba Golf Classic (Mexico),ryan moore,j.t. poston,wyndham clark
2018_11_8_v0_d1_grp3_PGA,Mayakoba Golf Classic (Mexico),billy horschel,zach johnson,matt kuchar
2018_11_8_v0_d1_grp6_PGA,Mayakoba Golf Classic (Mexico),beau hossler,vaughn taylor,sean o'hair
2018_11_8_v0_d1_grp7_PGA,Mayakoba Golf Classic (Mexico),jordan spieth,pat perez,patton kizzire
2018_11_8_v0_d1_grp1_PGA,Mayakoba Golf Classic (Mexico),joaquin niemann,abraham ancer,bud cauley
2018_11_8_v0_d2_grp4_PGA,Mayakoba Golf Classic (Mexico),luke list,james hahn,kelly kraft
2018_11_8_v0_d2_grp2_PGA,Mayakoba Golf Classic (Mexico),tony finau,cameron champ,jhonattan vegas
2018_11_8_v0_d2_grp7_PGA,Mayakoba Golf Classic (Mexico),matt kuchar,billy horschel,zach johnson
2018_11_8_v0_d2_grp8_PGA,Mayakoba Golf Classic (Mexico),gary woodland,kevin chappell,brian harman
2018_11_8_v0_d2_grp1_PGA,Mayakoba Golf Classic (Mexico),jordan spieth,pat perez,patton kizzire
2018_11_8_v0_d2_grp3_PGA,Mayakoba Golf Classic (Mexico),si woo kim,ryan armour,ernie els
2018_11_8_v0_d2_grp9_PGA,Mayakoba Golf Classic (Mexico),ryan moore,j.t. poston,wyndham clark
2018_11_8_v0_d2_grp5_PGA,Mayakoba Golf Classic (Mexico),abraham ancer,joaquin niemann,bud cauley
2018_11_8_v0_d2_grp0_PGA,Mayakoba Golf Classic (Mexico),beau hossler,vaughn taylor,sean o'hair
2018_11_8_v0_d2_grp6_PGA,Mayakoba Golf Classic (Mexico),rickie fowler,emiliano grillo,aaron wise
2018_11_15_v0_d1_grp0_PGA,RSM Classic (USA) - Play Offs,c.t. pan,keith mitchell,matt jones
2018_11_15_v0_d1_grp7_PGA,RSM Classic (USA) - Play Offs,russell henley,brian harman,hudson swafford
2018_11_15_v0_d1_grp5_PGA,RSM Classic (USA) - Play Offs,lucas glover,cameron tringale,tim herron
2018_11_15_v0_d1_grp4_PGA,RSM Classic (USA) - Play Offs,cameron champ,patton kizzire,davis love iii
2018_11_15_v0_d1_grp6_PGA,RSM Classic (USA) - Play Offs,harold varner iii,shawn stefani,ben crane
2018_11_15_v0_d1_grp1_PGA,RSM Classic (USA) - Play Offs,joaquin niemann,sam ryder,jon curran
2018_11_15_v0_d1_grp9_PGA,RSM Classic (USA) - Play Offs,webb simpson,zach johnson,jim furyk
2018_11_15_v0_d1_grp3_PGA,RSM Classic (USA) - Play Offs,austin cook,kevin kisner,mackenzie hughes
2018_11_15_v0_d1_grp2_PGA,RSM Classic (USA) - Play Offs,j.j. spaun,whee kim,joel dahmen
2018_11_15_v0_d1_grp8_PGA,RSM Classic (USA) - Play Offs,chesson hadley,stewart cink,brian gay
2018_11_15_v0_d2_grp9_PGA,RSM Classic (USA) - Play Offs,cameron champ,patton kizzire,davis love iii
2018_11_15_v0_d2_grp7_PGA,RSM Classic (USA) - Play Offs,j.j. spaun,whee kim,joel dahmen
2018_11_15_v0_d2_grp8_PGA,RSM Classic (USA) - Play Offs,austin cook,kevin kisner,mackenzie hughes
2018_11_15_v0_d2_grp6_PGA,RSM Classic (USA) - Play Offs,joaquin niemann,sam ryder,jon curran
2018_11_15_v0_d2_grp3_PGA,RSM Classic (USA) - Play Offs,chesson hadley,brian gay,stewart cink
2018_11_15_v0_d2_grp5_PGA,RSM Classic (USA) - Play Offs,c.t. pan,keith mitchell,matt jones
2018_11_15_v0_d2_grp1_PGA,RSM Classic (USA) - Play Offs,harold varner iii,shawn stefani,ben crane
2019_1_10_v0_d1_grp1_PGA,Sony Open in Hawaii (USA),zach johnson,kyle stanley,russell henley
2019_1_10_v0_d1_grp7_PGA,Sony Open in Hawaii (USA),marc leishman,hideki matsuyama,ian poulter
2019_1_10_v0_d1_grp3_PGA,Sony Open in Hawaii (USA),patrick reed,patton kizzire,bubba watson
2019_1_10_v0_d1_grp9_PGA,Sony Open in Hawaii (USA),cameron smith,emiliano grillo,satoshi kodaira
2019_1_10_v0_d1_grp0_PGA,Sony Open in Hawaii (USA),abraham ancer,sam ryder,sam saunders
2019_1_10_v0_d1_grp6_PGA,Sony Open in Hawaii (USA),paul casey,cameron champ,si woo kim
2019_1_10_v0_d1_grp5_PGA,Sony Open in Hawaii (USA),kevin kisner,steve stricker,davis love iii
2019_1_10_v0_d1_grp8_PGA,Sony Open in Hawaii (USA),justin thomas,charles howell iii,matt kuchar
2019_1_10_v0_d1_grp2_PGA,Sony Open in Hawaii (USA),adam scott,brandt snedeker,pat perez
2019_1_10_v0_d2_grp1_PGA,Sony Open in Hawaii (USA),paul casey,cameron champ,si woo kim
2019_1_10_v0_d2_grp4_PGA,Sony Open in Hawaii (USA),cameron smith,emiliano grillo,satoshi kodaira
2019_1_10_v0_d2_grp0_PGA,Sony Open in Hawaii (USA),kevin kisner,steve stricker,davis love iii
2019_1_10_v0_d2_grp8_PGA,Sony Open in Hawaii (USA),patrick reed,patton kizzire,bubba watson
2019_1_10_v0_d2_grp3_PGA,Sony Open in Hawaii (USA),justin thomas,charles howell iii,matt kuchar
2019_1_10_v0_d2_grp9_PGA,Sony Open in Hawaii (USA),gary woodland,bryson dechambeau,jordan spieth
2019_1_10_v0_d2_grp2_PGA,Sony Open in Hawaii (USA),marc leishman,hideki matsuyama,ian poulter
2019_1_10_v0_d2_grp5_PGA,Sony Open in Hawaii (USA),abraham ancer,sam ryder,sam saunders
2019_1_10_v0_d2_grp6_PGA,Sony Open in Hawaii (USA),zach johnson,kyle stanley,russell henley
2019_1_10_v0_d2_grp7_PGA,Sony Open in Hawaii (USA),brandt snedeker,adam scott,pat perez
2019_1_24_v0_d1_grp3_PGA,Farmers Insurance Open (USA),gary woodland,stewart cink,adam long
2019_1_24_v0_d1_grp5_PGA,Farmers Insurance Open (USA),justin rose,jordan spieth,billy horschel
2019_1_24_v0_d1_grp0_PGA,Farmers Insurance Open (USA),alex noren,peter uihlein,denny mccarthy
2019_1_24_v0_d1_grp9_PGA,Farmers Insurance Open (USA),tiger woods,tony finau,xander schauffele
2019_1_24_v0_d1_grp8_PGA,Farmers Insurance Open (USA),marc leishman,kevin tway,hudson swafford
2019_1_24_v0_d1_grp1_PGA,Farmers Insurance Open (USA),patrick cantlay,brendan steele,chris stroud
2019_1_24_v0_d1_grp7_PGA,Farmers Insurance Open (USA),rory mcilroy,rickie fowler,adam scott
2019_1_24_v0_d1_grp6_PGA,Farmers Insurance Open (USA),emiliano grillo,j.b. holmes,harold varner iii
2019_1_24_v0_d1_grp4_PGA,Farmers Insurance Open (USA),charles howell iii,cameron champ,michael kim
2019_1_24_v0_d1_grp2_PGA,Farmers Insurance Open (USA),jon rahm,jason day,brandt snedeker
2019_1_24_v0_d2_grp3_PGA,Farmers Insurance Open (USA),tiger woods,tony finau,xander schauffele
2019_1_24_v0_d2_grp9_PGA,Farmers Insurance Open (USA),justin rose,jordan spieth,billy horschel
2019_1_24_v0_d2_grp4_PGA,Farmers Insurance Open (USA),alex noren,peter uihlein,denny mccarthy
2019_1_24_v0_d2_grp2_PGA,Farmers Insurance Open (USA),marc leishman,kevin tway,hudson swafford
2019_1_24_v0_d2_grp0_PGA,Farmers Insurance Open (USA),emiliano grillo,j.b. holmes,harold varner iii
2019_1_24_v0_d2_grp7_PGA,Farmers Insurance Open (USA),gary woodland,stewart cink,adam long
2019_1_24_v0_d2_grp1_PGA,Farmers Insurance Open (USA),rory mcilroy,rickie fowler,adam scott
2019_1_24_v0_d2_grp6_PGA,Farmers Insurance Open (USA),jon rahm,jason day,brandt snedeker
2019_1_24_v0_d2_grp8_PGA,Farmers Insurance Open (USA),charles howell iii,cameron champ,michael kim
2019_1_24_v0_d2_grp5_PGA,Farmers Insurance Open (USA),patrick cantlay,brendan steele,chris stroud
2019_1_31_v0_d1_grp4_PGA,Phoenix Open (USA),billy horschel,daniel berger,ted potter jr
2019_1_31_v0_d1_grp2_PGA,Phoenix Open (USA),rickie fowler,tony finau,matt kuchar
2019_1_31_v0_d1_grp8_PGA,Phoenix Open (USA),adam hadwin,martin kaymer,adam long
2019_1_31_v0_d1_grp6_PGA,Phoenix Open (USA),jon rahm,xander schauffele,bubba watson
2019_1_31_v0_d1_grp3_PGA,Phoenix Open (USA),cameron smith,patton kizzire,andrew landry
2019_1_31_v0_d1_grp7_PGA,Phoenix Open (USA),hideki matsuyama,gary woodland,phil mickelson
2019_1_31_v0_d1_grp9_PGA,Phoenix Open (USA),brandt snedeker,zach johnson,michael kim
2019_1_31_v0_d1_grp5_PGA,Phoenix Open (USA),byeong hun an,branden grace,john huh
2019_1_31_v0_d1_grp1_PGA,Phoenix Open (USA),justin thomas,webb simpson,cameron champ
2019_1_31_v0_d2_grp6_PGA,Phoenix Open (USA),justin thomas,webb simpson,cameron champ
2019_1_31_v0_d2_grp9_PGA,Phoenix Open (USA),billy horschel,daniel berger,ted potter jr
2019_1_31_v0_d2_grp3_PGA,Phoenix Open (USA),adam hadwin,martin kaymer,adam long
2019_1_31_v0_d2_grp8_PGA,Phoenix Open (USA),cameron smith,patton kizzire,andrew landry
2019_1_31_v0_d2_grp0_PGA,Phoenix Open (USA),byeong hun an,branden grace,john huh
2019_1_31_v0_d2_grp7_PGA,Phoenix Open (USA),rickie fowler,tony finau,matt kuchar
2019_1_31_v0_d2_grp5_PGA,Phoenix Open (USA),chez reavie,ryan palmer,lucas glover
2019_1_31_v0_d2_grp2_PGA,Phoenix Open (USA),hideki matsuyama,gary woodland,phil mickelson
2019_1_31_v0_d2_grp1_PGA,Phoenix Open (USA),jon rahm,xander schauffele,bubba watson
2019_1_31_v0_d2_grp4_PGA,Phoenix Open (USA),brandt snedeker,zach johnson,michael kim
2019_2_28_v0_d1_grp2_PGA,The Honda Classic (USA),brooks koepka,gary woodland,jhonattan vegas
2019_2_28_v0_d1_grp3_PGA,The Honda Classic (USA),luke list,alex noren,patrick rodgers
2019_2_28_v0_d1_grp6_PGA,The Honda Classic (USA),sergio garcia,webb simpson,martin kaymer
2019_2_28_v0_d1_grp0_PGA,The Honda Classic (USA),byeong hun an,alex prugh,tyler duncan
2019_2_28_v0_d1_grp1_PGA,The Honda Classic (USA),adam scott,kiradech aphibarnrat,ernie els
2019_2_28_v0_d1_grp5_PGA,The Honda Classic (USA),daniel berger,austin cook,brian harman
2019_2_28_v0_d1_grp4_PGA,The Honda Classic (USA),graeme mcdowell,j.t. poston,chesson hadley
2019_2_28_v0_d1_grp7_PGA,The Honda Classic (USA),justin thomas,rickie fowler,billy horschel
2019_2_28_v0_d2_grp6_PGA,The Honda Classic (USA),adam scott,kiradech aphibarnrat,ernie els
2019_2_28_v0_d2_grp8_PGA,The Honda Classic (USA),luke list,alex noren,patrick rodgers
2019_2_28_v0_d2_grp0_PGA,The Honda Classic (USA),graeme mcdowell,j.t. poston,chesson hadley
2019_2_28_v0_d2_grp2_PGA,The Honda Classic (USA),daniel berger,austin cook,brian harman
2019_2_28_v0_d2_grp7_PGA,The Honda Classic (USA),brooks koepka,gary woodland,jhonattan vegas
2019_2_28_v0_d2_grp1_PGA,The Honda Classic (USA),cameron smith,brendan steele,adam long
2019_2_28_v0_d2_grp5_PGA,The Honda Classic (USA),emiliano grillo,ryan armour,vijay singh
2019_2_28_v0_d2_grp3_PGA,The Honda Classic (USA),justin thomas,rickie fowler,billy horschel
2019_3_7_v0_d1_grp6_PGA,Arnold Palmer Invitational (USA),rory mcilroy,marc leishman,patrick reed
2019_3_7_v0_d1_grp9_PGA,Arnold Palmer Invitational (USA),bubba watson,pat perez,brian harman
2019_3_7_v0_d1_grp4_PGA,Arnold Palmer Invitational (USA),hideki matsuyama,brendan steele,michael kim
2019_3_7_v0_d1_grp0_PGA,Arnold Palmer Invitational (USA),francesco molinari,brice garnett,ted potter jr
