pod_id,tName,p0_pod_pls,p1_pod_pls,p2_pod_pls
2019_5_16_v0_d2_grp20_PGA,PGA Championship (USA),marc leishman,jim furyk,corey conners
2019_5_16_v0_d2_grp11_PGA,PGA Championship (USA),patrick cantlay,steve stricker,brian harman
2019_5_16_v0_d2_grp2_PGA,PGA Championship (USA),ross fisher,alexander bjork,rod perry
2019_5_16_v0_d2_grp23_PGA,PGA Championship (USA),jazz janewattananond,michael kim,tyler hall
2019_5_16_v0_d2_grp34_PGA,PGA Championship (USA),tommy fleetwood,shane lowry,erik van rooyen
2019_5_16_v0_d2_grp40_PGA,PGA Championship (USA),tyrrell hatton,haotong li,russell knox
2019_5_16_v0_d2_grp27_PGA,PGA Championship (USA),thomas pieters,adam hadwin,patton kizzire
2019_5_16_v0_d2_grp48_PGA,PGA Championship (USA),sungjae im,lucas herbert,cory schneider
2019_5_16_v0_d2_grp4_PGA,PGA Championship (USA),branden grace,ryan palmer,eddie pepperell
2019_5_16_v0_d2_grp36_PGA,PGA Championship (USA),adam scott,sergio garcia,kelly kraft
2019_5_16_v0_d2_grp41_PGA,PGA Championship (USA),xander schauffele,hideki matsuyama,alex noren
2019_5_16_v0_d2_grp8_PGA,PGA Championship (USA),y.e. yang,john daly,rich beem
2019_5_16_v0_d2_grp13_PGA,PGA Championship (USA),sung kang,shaun micheel,alex beach
2019_5_16_v0_d2_grp21_PGA,PGA Championship (USA),si woo kim,tom lewis,danny balin
2019_5_16_v0_d2_grp45_PGA,PGA Championship (USA),aaron wise,ryan fox,shugo imahira
2019_5_16_v0_d2_grp14_PGA,PGA Championship (USA),kevin na,c.t. pan,ryan armour
2019_5_16_v0_d2_grp16_PGA,PGA Championship (USA),rory mcilroy,jason day,phil mickelson
2019_5_16_v0_d2_grp12_PGA,PGA Championship (USA),dustin johnson,jon rahm,jordan spieth
2019_5_16_v0_d2_grp3_PGA,PGA Championship (USA),lucas glover,cameron champ,rich berberian
2019_5_16_v0_d2_grp0_PGA,PGA Championship (USA),jason kokrak,adrian otaegui,ryan vermeer
2019_5_16_v0_d2_grp24_PGA,PGA Championship (USA),kurt kitayama,dylan frittelli,andrew filbert
2019_5_16_v0_d2_grp26_PGA,PGA Championship (USA),beau hossler,j.j. spaun,rob labritz
2019_5_16_v0_d2_grp1_PGA,PGA Championship (USA),danny lee,michael thompson,justin bertsch
2019_5_16_v0_d2_grp7_PGA,PGA Championship (USA),tony finau,ian poulter,billy horschel
2019_5_16_v0_d2_grp28_PGA,PGA Championship (USA),sam burns,keith mitchell,jeffrey schmid
2019_5_16_v0_d2_grp39_PGA,PGA Championship (USA),justin rose,rickie fowler,bubba watson
2019_5_16_v0_d2_grp46_PGA,PGA Championship (USA),luke list,abraham ancer,casey russell
2019_5_16_v0_d2_grp49_PGA,PGA Championship (USA),joaquin niemann,adam long,craig bowden
2019_5_16_v0_d2_grp38_PGA,PGA Championship (USA),chez reavie,graeme mcdowell,brendan jones
2019_5_16_v0_d2_grp15_PGA,PGA Championship (USA),bryson dechambeau,kevin kisner,pat perez
2019_5_23_v0_d1_grp2_PGA,Charles Schwab Challenge (USA),tony finau,brian harman,patton kizzire
2019_5_23_v0_d1_grp3_PGA,Charles Schwab Challenge (USA),rickie fowler,bryson dechambeau,max homa
2019_5_23_v0_d1_grp6_PGA,Charles Schwab Challenge (USA),rory sabbatini,sam burns,nick watney
2019_5_23_v0_d1_grp1_PGA,Charles Schwab Challenge (USA),scott piercy,mackenzie hughes,david toms
2019_5_23_v0_d1_grp4_PGA,Charles Schwab Challenge (USA),jordan spieth,kevin kisner,ryan palmer
2019_5_23_v0_d2_grp1_PGA,Charles Schwab Challenge (USA),ian poulter,daniel berger,austin cook
2019_5_23_v0_d2_grp6_PGA,Charles Schwab Challenge (USA),tony finau,brian harman,patton kizzire
2019_5_23_v0_d2_grp2_PGA,Charles Schwab Challenge (USA),jon rahm,xander schauffele,c.t. pan
2019_5_23_v0_d2_grp5_PGA,Charles Schwab Challenge (USA),scott piercy,mackenzie hughes,david toms
2019_5_23_v0_d2_grp0_PGA,Charles Schwab Challenge (USA),rory sabbatini,nick watney,sam burns
2019_5_23_v0_d2_grp3_PGA,Charles Schwab Challenge (USA),justin rose,francesco molinari,brandt snedeker
2019_5_23_v0_d2_grp7_PGA,Charles Schwab Challenge (USA),rickie fowler,bryson dechambeau,max homa
2019_5_30_v0_d1_grp2_PGA,Memorial Tournament (USA),tiger woods,justin rose,bryson dechambeau
2019_5_30_v0_d1_grp8_PGA,Memorial Tournament (USA),matt kuchar,rickie fowler,phil mickelson
2019_5_30_v0_d1_grp0_PGA,Memorial Tournament (USA),gary woodland,henrik stenson,sung kang
2019_5_30_v0_d1_grp1_PGA,Memorial Tournament (USA),rory mcilroy,justin thomas,jordan spieth
2019_5_30_v0_d1_grp3_PGA,Memorial Tournament (USA),xander schauffele,russell knox,jhonattan vegas
2019_5_30_v0_d1_grp4_PGA,Memorial Tournament (USA),rory sabbatini,peter uihlein,robert streb
2019_5_30_v0_d1_grp5_PGA,Memorial Tournament (USA),jason kokrak,tyrrell hatton,bronson burgoon
2019_5_30_v0_d1_grp9_PGA,Memorial Tournament (USA),louis oosthuizen,aaron wise,patton kizzire
2019_5_30_v0_d1_grp7_PGA,Memorial Tournament (USA),hideki matsuyama,jason day,adam scott
2019_5_30_v0_d1_grp6_PGA,Memorial Tournament (USA),patrick cantlay,tony finau,kevin kisner
2019_5_30_v0_d2_grp2_PGA,Memorial Tournament (USA),rickie fowler,matt kuchar,phil mickelson
2019_5_30_v0_d2_grp6_PGA,Memorial Tournament (USA),tiger woods,justin rose,bryson dechambeau
2019_5_30_v0_d2_grp9_PGA,Memorial Tournament (USA),jason kokrak,tyrrell hatton,bronson burgoon
2019_5_30_v0_d2_grp3_PGA,Memorial Tournament (USA),louis oosthuizen,aaron wise,patton kizzire
2019_5_30_v0_d2_grp8_PGA,Memorial Tournament (USA),rory sabbatini,peter uihlein,robert streb
2019_5_30_v0_d2_grp0_PGA,Memorial Tournament (USA),patrick cantlay,tony finau,kevin kisner
2019_5_30_v0_d2_grp7_PGA,Memorial Tournament (USA),xander schauffele,russell knox,jhonattan vegas
2019_5_30_v0_d2_grp4_PGA,Memorial Tournament (USA),gary woodland,henrik stenson,sung kang
2019_6_6_v0_d1_grp6_PGA,Canadian Open (Canada),ryan palmer,jimmy walker,mackenzie hughes
2019_6_6_v0_d1_grp9_PGA,Canadian Open (Canada),brooks koepka,justin thomas,brandt snedeker
2019_6_6_v0_d1_grp0_PGA,Canadian Open (Canada),shane lowry,nick watney,trey mullinax
2019_6_6_v0_d1_grp2_PGA,Canadian Open (Canada),rory mcilroy,webb simpson,matt kuchar
2019_6_6_v0_d1_grp3_PGA,Canadian Open (Canada),dustin johnson,jim furyk,corey conners
2019_6_6_v0_d1_grp5_PGA,Canadian Open (Canada),bud cauley,josh teater,seamus power
2019_6_6_v0_d1_grp7_PGA,Canadian Open (Canada),bubba watson,scott piercy,graeme mcdowell
2019_6_6_v0_d1_grp8_PGA,Canadian Open (Canada),henrik stenson,ryan armour,brice garnett
2019_6_6_v0_d1_grp1_PGA,Canadian Open (Canada),sergio garcia,adam hadwin,luke donald
2019_6_6_v0_d1_grp4_PGA,Canadian Open (Canada),keegan bradley,aaron wise,hudson swafford
2019_6_6_v0_d2_grp3_PGA,Canadian Open (Canada),shane lowry,nick watney,trey mullinax
2019_6_6_v0_d2_grp2_PGA,Canadian Open (Canada),brooks koepka,justin thomas,brandt snedeker
2019_6_6_v0_d2_grp5_PGA,Canadian Open (Canada),rory mcilroy,matt kuchar,webb simpson
2019_6_6_v0_d2_grp6_PGA,Canadian Open (Canada),dustin johnson,jim furyk,corey conners
2019_6_6_v0_d2_grp4_PGA,Canadian Open (Canada),sergio garcia,adam hadwin,luke donald
2019_6_6_v0_d2_grp1_PGA,Canadian Open (Canada),henrik stenson,ryan armour,brice garnett
2019_6_6_v0_d2_grp0_PGA,Canadian Open (Canada),jimmy walker,ryan palmer,mackenzie hughes
2019_6_13_v0_d1_grp0_PGA,US Open (USA),sam saunders,carlos ortiz,marcus fraser
2019_6_13_v0_d1_grp31_PGA,US Open (USA),brandt snedeker,henrik stenson,jim furyk
2019_6_13_v0_d1_grp7_PGA,US Open (USA),billy hurley iii,kevin o'connell,brian davis
2019_6_13_v0_d1_grp4_PGA,US Open (USA),emiliano grillo,thorbjorn olesen,ryan fox
2019_6_13_v0_d1_grp37_PGA,US Open (USA),tiger woods,jordan spieth,justin rose
2019_6_13_v0_d1_grp16_PGA,US Open (USA),tommy fleetwood,hideki matsuyama,sergio garcia
2019_6_13_v0_d1_grp40_PGA,US Open (USA),brett drewitt,mito pereira,eric dietrich
2019_6_13_v0_d1_grp14_PGA,US Open (USA),rickie fowler,jason day,si woo kim
2019_6_13_v0_d1_grp2_PGA,US Open (USA),scott piercy,erik van rooyen,chun an yu
2019_6_13_v0_d1_grp9_PGA,US Open (USA),luke donald,brendon todd,mike weir
2019_6_13_v0_d1_grp13_PGA,US Open (USA),justin thomas,bryson dechambeau,kevin kisner
2019_6_13_v0_d1_grp35_PGA,US Open (USA),matthew fitzpatrick,byeong hun an,devon bling
2019_6_13_v0_d1_grp25_PGA,US Open (USA),aaron wise,joel dahmen,collin morikawa
2019_6_13_v0_d1_grp33_PGA,US Open (USA),brooks koepka,francesco molinari,viktor hovland
2019_6_13_v0_d1_grp18_PGA,US Open (USA),louis oosthuizen,patrick reed,jhonattan vegas
2019_6_13_v0_d1_grp23_PGA,US Open (USA),nate lashley,renato paratore,lee slattery
2019_6_13_v0_d1_grp12_PGA,US Open (USA),martin kaymer,zach johnson,ernie els
2019_6_13_v0_d1_grp15_PGA,US Open (USA),dustin johnson,phil mickelson,graeme mcdowell
2019_6_13_v0_d1_grp17_PGA,US Open (USA),xander schauffele,matt wallace,cameron smith
2019_6_13_v0_d1_grp24_PGA,US Open (USA),rory sabbatini,roberto castro,sam horsfield
2019_6_13_v0_d1_grp38_PGA,US Open (USA),alex prugh,zac blair,daniel hillier
2019_6_13_v0_d1_grp5_PGA,US Open (USA),adri arnaus,tom hoge,clement sordet
2019_6_13_v0_d1_grp29_PGA,US Open (USA),charles howell iii,alex noren,austin eckroat
2019_6_13_v0_d1_grp11_PGA,US Open (USA),rory mcilroy,jon rahm,marc leishman
2019_6_13_v0_d1_grp1_PGA,US Open (USA),sepp straka,julian etulain,luis gagne
2019_6_13_v0_d1_grp3_PGA,US Open (USA),bernd wiesberger,kyoung-hoon lee,dean burmester
2019_6_13_v0_d1_grp10_PGA,US Open (USA),bubba watson,haotong li,j.b. holmes
2019_6_13_v0_d1_grp6_PGA,US Open (USA),scottie scheffler,nick taylor,matt parziale
2019_6_13_v0_d1_grp8_PGA,US Open (USA),jason dufner,patton kizzire,jovan rebula
2019_6_13_v0_d1_grp34_PGA,US Open (USA),tony finau,ian poulter,jimmy walker
2019_6_13_v0_d2_grp7_PGA,US Open (USA),branden grace,luke list,lucas bjerregaard
2019_6_13_v0_d2_grp10_PGA,US Open (USA),adam scott,matt kuchar,webb simpson
2019_6_13_v0_d2_grp8_PGA,US Open (USA),kiradech aphibarnrat,keith mitchell,shugo imahira
2019_6_13_v0_d2_grp1_PGA,US Open (USA),rory sabbatini,sam horsfield,roberto castro
2019_6_13_v0_d2_grp2_PGA,US Open (USA),brian stuard,marcus kinhult,cameron young
2019_6_13_v0_d2_grp15_PGA,US Open (USA),rory mcilroy,jon rahm,marc leishman
2019_6_13_v0_d2_grp19_PGA,US Open (USA),nick hardy,noah norton,andreas halvorsen
2019_6_13_v0_d2_grp6_PGA,US Open (USA),henrik stenson,brandt snedeker,jim furyk
2019_6_13_v0_d2_grp11_PGA,US Open (USA),tiger woods,justin rose,jordan spieth
2019_6_13_v0_d2_grp9_PGA,US Open (USA),brooks koepka,francesco molinari,viktor hovland
2019_6_13_v0_d2_grp14_PGA,US Open (USA),martin kaymer,zach johnson,ernie els
2019_6_13_v0_d2_grp4_PGA,US Open (USA),kevin na,keegan bradley,rafa cabrera bello
2019_6_13_v0_d2_grp0_PGA,US Open (USA),nate lashley,lee slattery,renato paratore
2019_6_13_v0_d2_grp3_PGA,US Open (USA),charles howell iii,alex noren,austin eckroat
2019_6_13_v0_d2_grp17_PGA,US Open (USA),louis oosthuizen,patrick reed,jhonattan vegas
2019_6_13_v0_d2_grp18_PGA,US Open (USA),harris english,justin walters,chan kim
2019_6_13_v0_d2_grp13_PGA,US Open (USA),emiliano grillo,thorbjorn olesen,ryan fox
2019_6_20_v0_d1_grp2_PGA,Travelers Championship (USA),patrick cantlay,justin thomas,francesco molinari
2019_6_20_v0_d1_grp0_PGA,Travelers Championship (USA),ryan moore,sam burns,hank lebioda
2019_6_20_v0_d1_grp3_PGA,Travelers Championship (USA),jordan spieth,marc leishman,phil mickelson
2019_6_20_v0_d1_grp1_PGA,Travelers Championship (USA),brandt snedeker,jonas blixt,chris stroud
2019_6_20_v0_d2_grp2_PGA,Travelers Championship (USA),ryan moore,sam burns,hank lebioda
2019_6_20_v0_d2_grp6_PGA,Travelers Championship (USA),patrick reed,ryan armour,brendan steele
2019_6_20_v0_d2_grp1_PGA,Travelers Championship (USA),marc leishman,jordan spieth,phil mickelson
2019_6_20_v0_d2_grp4_PGA,Travelers Championship (USA),patrick cantlay,justin thomas,francesco molinari
2019_6_20_v0_d2_grp0_PGA,Travelers Championship (USA),tommy fleetwood,russell knox,cameron smith
2019_6_20_v0_d2_grp3_PGA,Travelers Championship (USA),brandt snedeker,jonas blixt,chris stroud
2019_6_20_v0_d2_grp5_PGA,Travelers Championship (USA),brooks koepka,tony finau,bubba watson
2019_7_4_v0_d1_grp1_PGA,3M Open (USA),joaquin niemann,peter uihlein,zack sucher
2019_7_4_v0_d1_grp0_PGA,3M Open (USA),tony finau,phil mickelson,nate lashley
2019_7_4_v0_d1_grp2_PGA,3M Open (USA),viktor hovland,seth reeves,kyle jones
2019_7_4_v0_d2_grp2_PGA,3M Open (USA),viktor hovland,seth reeves,kyle jones
2019_7_4_v0_d2_grp0_PGA,3M Open (USA),rory sabbatini,beau hossler,hank lebioda
2019_7_4_v0_d2_grp3_PGA,3M Open (USA),jason day,hideki matsuyama,corey conners
2019_7_25_v0_d1_grp0_PGA,WGC-FedEx St. Jude Invitational (USA),patrick cantlay,tommy fleetwood,marc leishman
2019_7_25_v0_d1_grp6_PGA,WGC-FedEx St. Jude Invitational (USA),justin rose,matt kuchar,jordan spieth
2019_7_25_v0_d1_grp2_PGA,WGC-FedEx St. Jude Invitational (USA),jon rahm,xander schauffele,gary woodland
2019_7_25_v0_d1_grp8_PGA,WGC-FedEx St. Jude Invitational (USA),rory mcilroy,brooks koepka,jason day
2019_7_25_v0_d1_grp5_PGA,WGC-FedEx St. Jude Invitational (USA),bryson dechambeau,chez reavie,matthew fitzpatrick
2019_7_25_v0_d1_grp4_PGA,WGC-FedEx St. Jude Invitational (USA),dustin johnson,justin thomas,paul casey
2019_7_25_v0_d1_grp1_PGA,WGC-FedEx St. Jude Invitational (USA),adam scott,bubba watson,c.t. pan
2019_7_25_v0_d1_grp7_PGA,WGC-FedEx St. Jude Invitational (USA),henrik stenson,andrew putnam,keith mitchell
2019_7_25_v0_d1_grp3_PGA,WGC-FedEx St. Jude Invitational (USA),hideki matsuyama,tony finau,matt wallace
2019_7_25_v0_d2_grp5_PGA,WGC-FedEx St. Jude Invitational (USA),patrick cantlay,tommy fleetwood,marc leishman
2019_7_25_v0_d2_grp9_PGA,WGC-FedEx St. Jude Invitational (USA),dustin johnson,justin thomas,paul casey
2019_7_25_v0_d2_grp0_PGA,WGC-FedEx St. Jude Invitational (USA),justin rose,jordan spieth,matt kuchar
2019_7_25_v0_d2_grp2_PGA,WGC-FedEx St. Jude Invitational (USA),rory mcilroy,brooks koepka,jason day
2019_7_25_v0_d2_grp8_PGA,WGC-FedEx St. Jude Invitational (USA),hideki matsuyama,tony finau,matt wallace
2019_7_25_v0_d2_grp7_PGA,WGC-FedEx St. Jude Invitational (USA),jon rahm,xander schauffele,gary woodland
2019_7_25_v0_d2_grp3_PGA,WGC-FedEx St. Jude Invitational (USA),henrik stenson,andrew putnam,keith mitchell
2019_7_25_v0_d2_grp6_PGA,WGC-FedEx St. Jude Invitational (USA),adam scott,bubba watson,c.t. pan
2019_7_25_v0_d2_grp1_PGA,WGC-FedEx St. Jude Invitational (USA),bryson dechambeau,matthew fitzpatrick,chez reavie
2019_7_25_v0_d2_grp4_PGA,WGC-FedEx St. Jude Invitational (USA),patrick reed,kevin kisner,lucas bjerregaard
2019_8_1_v0_d1_grp3_PGA,Wyndham Championship (USA),viktor hovland,sepp straka,seth reeves
2019_8_1_v0_d1_grp2_PGA,Wyndham Championship (USA),rory sabbatini,seamus power,brandon harkins
2019_8_1_v0_d1_grp0_PGA,Wyndham Championship (USA),lucas glover,matt jones,kelly kraft
2019_8_1_v0_d1_grp1_PGA,Wyndham Championship (USA),webb simpson,patrick reed,si woo kim
2019_8_1_v0_d1_grp4_PGA,Wyndham Championship (USA),cameron smith,dylan frittelli,ted potter jr
2019_8_1_v0_d1_grp5_PGA,Wyndham Championship (USA),collin morikawa,matthew wolff,adam long
2019_8_1_v0_d2_grp3_PGA,Wyndham Championship (USA),jordan spieth,paul casey,charles howell iii
2019_8_1_v0_d2_grp7_PGA,Wyndham Championship (USA),brandt snedeker,billy horschel,chez reavie
2019_8_1_v0_d2_grp8_PGA,Wyndham Championship (USA),viktor hovland,sepp straka,seth reeves
2019_8_1_v0_d2_grp1_PGA,Wyndham Championship (USA),cameron smith,dylan frittelli,ted potter jr
2019_8_1_v0_d2_grp4_PGA,Wyndham Championship (USA),alex noren,sebastian munoz,robert streb
2019_8_1_v0_d2_grp2_PGA,Wyndham Championship (USA),collin morikawa,matthew wolff,adam long
2019_8_1_v0_d2_grp5_PGA,Wyndham Championship (USA),lucas glover,matt jones,kelly kraft
2019_8_1_v0_d2_grp0_PGA,Wyndham Championship (USA),hideki matsuyama,aaron wise,chesson hadley
2019_8_1_v0_d2_grp6_PGA,Wyndham Championship (USA),webb simpson,patrick reed,si woo kim
2019_8_8_v0_d1_grp6_PGA,The Northern Trust (USA),francesco molinari,sungjae im,ryan palmer
2019_8_8_v0_d1_grp0_PGA,The Northern Trust (USA),patrick reed,louis oosthuizen,max homa
2019_8_8_v0_d1_grp5_PGA,The Northern Trust (USA),justin thomas,tommy fleetwood,bryson dechambeau
2019_8_8_v0_d1_grp4_PGA,The Northern Trust (USA),rory mcilroy,brooks koepka,matt kuchar
2019_8_8_v0_d1_grp2_PGA,The Northern Trust (USA),dustin johnson,jon rahm,webb simpson
2019_8_8_v0_d1_grp3_PGA,The Northern Trust (USA),adam scott,shane lowry,kevin kisner
2019_8_8_v0_d2_grp5_PGA,The Northern Trust (USA),dustin johnson,jon rahm,webb simpson
2019_8_8_v0_d2_grp0_PGA,The Northern Trust (USA),justin thomas,tommy fleetwood,bryson dechambeau
2019_8_8_v0_d2_grp3_PGA,The Northern Trust (USA),francesco molinari,sungjae im,ryan palmer
2019_8_8_v0_d2_grp1_PGA,The Northern Trust (USA),justin rose,rickie fowler,marc leishman
2019_8_8_v0_d2_grp2_PGA,The Northern Trust (USA),patrick cantlay,xander schauffele,gary woodland
2019_8_15_v0_d1_grp7_PGA,BMW Championship (USA),jon rahm,patrick cantlay,matt kuchar
2019_8_15_v0_d1_grp3_PGA,BMW Championship (USA),billy horschel,tiger woods,c.t. pan
2019_8_15_v0_d1_grp6_PGA,BMW Championship (USA),dustin johnson,justin rose,webb simpson
2019_8_15_v0_d1_grp5_PGA,BMW Championship (USA),rickie fowler,marc leishman,chez reavie
2019_8_15_v0_d1_grp0_PGA,BMW Championship (USA),jordan spieth,ian poulter,rory sabbatini
2019_8_15_v0_d1_grp2_PGA,BMW Championship (USA),rory mcilroy,brooks koepka,patrick reed
2019_8_15_v0_d1_grp4_PGA,BMW Championship (USA),tommy fleetwood,brandt snedeker,charles howell iii
2019_8_15_v0_d1_grp1_PGA,BMW Championship (USA),justin thomas,adam scott,paul casey
2019_8_15_v0_d2_grp1_PGA,BMW Championship (USA),tommy fleetwood,brandt snedeker,charles howell iii
2019_8_15_v0_d2_grp0_PGA,BMW Championship (USA),louis oosthuizen,andrew putnam,harold varner iii
2019_8_15_v0_d2_grp4_PGA,BMW Championship (USA),jon rahm,patrick cantlay,matt kuchar
2019_8_15_v0_d2_grp9_PGA,BMW Championship (USA),rory mcilroy,brooks koepka,patrick reed
2019_8_15_v0_d2_grp8_PGA,BMW Championship (USA),xander schauffele,abraham ancer,gary woodland
2019_8_15_v0_d2_grp3_PGA,BMW Championship (USA),justin rose,dustin johnson,webb simpson
2019_8_15_v0_d2_grp5_PGA,BMW Championship (USA),jordan spieth,ian poulter,rory sabbatini
2019_8_15_v0_d2_grp7_PGA,BMW Championship (USA),justin thomas,adam scott,paul casey
2019_8_15_v0_d2_grp6_PGA,BMW Championship (USA),tony finau,bryson dechambeau,kevin kisner
2019_9_12_v0_d1_grp4_PGA,A Military Tribute at The Greenbrier (USA),cameron smith,adam schenk,carlos ortiz
2019_9_12_v0_d1_grp0_PGA,A Military Tribute at The Greenbrier (USA),joaquin niemann,sangmoon bae,morgan hoffmann
2019_9_12_v0_d1_grp3_PGA,A Military Tribute at The Greenbrier (USA),brian harman,matt jones,david lingmerth
2019_9_12_v0_d1_grp1_PGA,A Military Tribute at The Greenbrier (USA),russell henley,nick taylor,john daly
2019_9_12_v0_d1_grp2_PGA,A Military Tribute at The Greenbrier (USA),bryson dechambeau,keegan bradley,scott piercy
2019_9_12_v0_d2_grp7_PGA,A Military Tribute at The Greenbrier (USA),brian harman,matt jones,david lingmerth
2019_9_12_v0_d2_grp6_PGA,A Military Tribute at The Greenbrier (USA),bryson dechambeau,keegan bradley,scott piercy
2019_9_12_v0_d2_grp2_PGA,A Military Tribute at The Greenbrier (USA),cameron smith,adam schenk,carlos ortiz
2019_9_12_v0_d2_grp1_PGA,A Military Tribute at The Greenbrier (USA),byeong hun an,mackenzie hughes,tim wilkinson
2019_9_12_v0_d2_grp3_PGA,A Military Tribute at The Greenbrier (USA),viktor hovland,scottie scheffler,maverick mcnealy
2019_9_12_v0_d2_grp0_PGA,A Military Tribute at The Greenbrier (USA),kevin na,bubba watson,scott stallings
2019_9_12_v0_d2_grp4_PGA,A Military Tribute at The Greenbrier (USA),joaquin niemann,morgan hoffmann,sangmoon bae
2019_9_19_v0_d1_grp0_PGA,Sanderson Farms Championship (USA) - Play Offs,joaquin niemann,dylan frittelli,si woo kim
2019_9_19_v0_d1_grp1_PGA,Sanderson Farms Championship (USA) - Play Offs,emiliano grillo,morgan hoffmann,tim herron
2019_9_19_v0_d1_grp2_PGA,Sanderson Farms Championship (USA) - Play Offs,byeong hun an,ben crane,derek ernst
2019_9_19_v0_d1_grp3_PGA,Sanderson Farms Championship (USA) - Play Offs,lucas glover,grayson murray,jimmy walker
2019_9_19_v0_d1_grp4_PGA,Sanderson Farms Championship (USA) - Play Offs,scottie scheffler,brandon hagy,arjun atwal
2019_9_19_v0_d2_grp1_PGA,Sanderson Farms Championship (USA) - Play Offs,joaquin niemann,si woo kim,dylan frittelli
2019_9_19_v0_d2_grp0_PGA,Sanderson Farms Championship (USA) - Play Offs,brandt snedeker,zach johnson,stewart cink
2019_9_26_v0_d1_grp2_PGA,Safeway Open (USA),justin thomas,brandt snedeker,jim furyk
2019_9_26_v0_d1_grp0_PGA,Safeway Open (USA),byeong hun an,kyle stanley,cameron percy
2019_9_26_v0_d1_grp1_PGA,Safeway Open (USA),adam scott,hideki matsuyama,sebastian munoz
2019_9_26_v0_d2_grp3_PGA,Safeway Open (USA),patrick cantlay,collin morikawa,phil mickelson
2019_9_26_v0_d2_grp4_PGA,Safeway Open (USA),cameron tringale,nick watney,sam ryder
2019_9_26_v0_d2_grp2_PGA,Safeway Open (USA),justin thomas,brandt snedeker,jim furyk
2019_10_3_v0_d1_grp4_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,chez reavie,keegan bradley,jim herman
2019_10_3_v0_d1_grp0_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,jason kokrak,j.j. spaun,fabián gómez
2019_10_3_v0_d1_grp3_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,brandt snedeker,ryan armour,grayson murray
2019_10_3_v0_d1_grp2_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,brooks koepka,adam scott,gary woodland
2019_10_3_v0_d1_grp1_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,tony finau,kevin na,phil mickelson
2019_10_3_v0_d1_grp8_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,hideki matsuyama,cameron champ,kevin tway
2019_10_3_v0_d1_grp5_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,patrick cantlay,bryson dechambeau,webb simpson
2019_10_3_v0_d1_grp6_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,collin morikawa,joaquin niemann,matthew wolff
2019_10_3_v0_d1_grp7_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,dylan frittelli,si woo kim,michael kim
2019_10_3_v0_d2_grp1_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,brandt snedeker,ryan armour,grayson murray
2019_10_3_v0_d2_grp2_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,patrick cantlay,bryson dechambeau,webb simpson
2019_10_3_v0_d2_grp0_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,adam hadwin,byeong hun an,sepp straka
2019_10_10_v0_d1_grp4_PGA,Houston Open (USA),denny mccarthy,bill haas,hunter mahan
2019_10_10_v0_d1_grp5_PGA,Houston Open (USA),scottie scheffler,beau hossler,maverick mcnealy
2019_10_10_v0_d1_grp0_PGA,Houston Open (USA),russell henley,mackenzie hughes,josh teater
2019_10_10_v0_d1_grp6_PGA,Houston Open (USA),brian harman,graham delaet,arjun atwal
2019_10_10_v0_d1_grp3_PGA,Houston Open (USA),daniel berger,keegan bradley,kevin chappell
2019_10_10_v0_d2_grp4_PGA,Houston Open (USA),henrik stenson,cameron champ,jason dufner
2019_10_10_v0_d2_grp1_PGA,Houston Open (USA),scottie scheffler,beau hossler,maverick mcnealy
2019_10_10_v0_d2_grp5_PGA,Houston Open (USA),lanto griffin,aaron baddeley,robby shelton
2019_10_10_v0_d2_grp2_PGA,Houston Open (USA),russell henley,mackenzie hughes,josh teater
2019_10_17_v0_d1_grp6_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),danny willett,matthew wolff,andrew putnam
2019_10_17_v0_d1_grp7_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),collin morikawa,billy horschel,ryan palmer
2019_10_17_v0_d1_grp4_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),rafa cabrera bello,chesson hadley,chase koepka
2019_10_17_v0_d1_grp3_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),sungjae im,gary woodland,jason day
2019_10_17_v0_d1_grp0_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),tommy fleetwood,jordan spieth,sergio garcia
2019_10_17_v0_d1_grp8_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),viktor hovland,cameron smith,hyungjoon lee
2019_10_17_v0_d1_grp2_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),kevin na,graeme mcdowell,k.j. choi
2019_10_17_v0_d1_grp1_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),joaquin niemann,chez reavie,dylan frittelli
2019_10_17_v0_d2_grp5_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),joaquin niemann,chez reavie,dylan frittelli
2019_10_17_v0_d2_grp6_PGA,THE CJ CUP @ NINE BRIDGES (South Korea),byeong hun an,abraham ancer,kyongjun moon
